Timestamp;Temperature;Relative Humidity;Atmospheric Pressure (red.);Atmospheric Pressure (Station Level);Precipitation
1431098102.0;23.2;44;1013.5;989.6;0.0
1431101701.0;23.0;41;1013.4;989.5;0.0
1431105302.0;22.0;43;1013.0;989.1;0.0
1431108901.0;20.6;41;1013.2;989.1;0.0
1431112502.0;18.8;47;1013.5;989.3;0.0
1431116101.0;17.6;56;1013.6;989.3;0.0
1431119702.0;16.3;62;1013.9;989.5;0.0
1431123302.0;14.8;72;1014.2;989.6;0.0
1431126901.0;13.3;79;1014.3;989.6;0.0
1431130502.0;13.0;79;1014.2;989.5;0.0
1431134101.0;13.4;76;1014.7;990.0;0.0
1431137702.0;13.3;78;1015.2;990.5;0.0
1431141302.0;12.3;83;1015.5;990.7;0.0
1431144902.0;12.7;77;1016.2;991.4;0.0
1431148502.0;14.1;72;1016.6;991.9;0.0
1431152102.0;15.9;64;1016.8;992.3;0.0
1431155701.0;18.5;63;1016.8;992.5;0.0
1431159302.0;19.3;59;1016.9;992.7;0.0
1431162901.0;21.0;56;1017.4;993.3;0.0
1431166502.0;20.5;57;1017.7;993.5;0.0
1431170101.0;20.2;61;1018.0;993.8;0.0
1431173702.0;20.6;50;1018.0;993.8;0.0
1431177302.0;18.9;63;1018.6;994.3;0.0
1431180902.0;19.4;60;1018.2;993.9;0.0
1431184501.0;18.6;77;1018.2;993.9;0.4
1431188102.0;18.7;70;1017.9;993.6;0.0
1431191702.0;18.2;66;1017.9;993.6;0.0
1431195302.0;17.0;68;1018.4;993.9;0.0
1431198902.0;16.6;70;1019.1;994.6;0.0
1431202502.0;16.6;72;1019.5;995.0;0.0
1431206102.0;15.6;74;1019.7;995.1;0.0
1431209702.0;15.2;71;1020.1;995.4;0.0
1431213301.0;15.0;70;1020.2;995.5;0.0
1431216902.0;15.1;69;1020.4;995.7;0.0
1431220502.0;14.8;70;1020.6;995.9;0.0
1431224102.0;14.6;71;1020.8;996.1;0.0
1431227702.0;14.4;73;1021.8;997.0;0.0
1431231302.0;14.2;73;1022.1;997.3;0.0
1431234902.0;14.5;72;1022.7;997.9;0.0
1431238502.0;15.2;66;1023.5;998.7;0.0
1431242101.0;16.9;61;1023.4;998.8;0.0
1431245702.0;18.6;49;1023.2;998.7;0.0
1431249302.0;18.8;45;1023.3;998.8;0.0
1431252902.0;19.0;40;1023.0;998.5;0.0
1431256501.0;18.8;43;1023.0;998.5;0.0
1431260102.0;19.6;40;1022.8;998.4;0.0
1431263701.0;19.6;37;1022.5;998.1;0.0
1431267302.0;20.1;36;1022.4;998.1;0.0
1431270902.0;20.4;33;1022.4;998.1;0.0
1431274502.0;19.8;35;1022.5;998.1;0.0
1431278102.0;19.4;33;1022.7;998.3;0.0
1431281701.0;17.9;40;1023.7;999.1;0.0
1431285302.0;17.6;38;1024.5;999.9;0.0
1431288902.0;16.6;42;1025.3;1000.6;0.0
1431292502.0;15.4;47;1026.1;1001.3;0.0
1431296103.0;14.6;49;1026.8;1001.9;0.0
1431299701.0;13.6;47;1027.3;1002.3;0.0
1431303302.0;12.4;53;1027.5;1002.4;0.0
1431306902.0;11.7;55;1028.1;1002.9;0.0
1431310501.0;10.3;61;1028.7;1003.4;0.0
1431314101.0;9.0;68;1029.1;1003.6;0.0
1431317702.0;8.8;71;1029.6;1004.1;0.0
1431321302.0;10.7;63;1029.8;1004.5;0.0
1431324902.0;12.2;58;1029.8;1004.6;0.0
1431328502.0;13.4;54;1029.6;1004.5;0.0
1431332103.0;14.1;51;1029.4;1004.4;0.0
1431335702.0;15.7;46;1029.0;1004.1;0.0
1431339302.0;16.7;47;1028.6;1003.8;0.0
1431342902.0;17.0;45;1028.0;1003.3;0.0
1431346502.0;18.4;36;1027.4;1002.8;0.0
1431350102.0;19.4;31;1026.9;1002.4;0.0
1431353702.0;20.4;32;1026.1;1001.7;0.0
1431357302.0;19.9;29;1026.0;1001.5;0.0
1431360902.0;19.5;30;1025.5;1001.0;0.0
1431364502.0;18.0;33;1025.6;1001.0;0.0
1431368102.0;15.6;43;1025.6;1000.8;0.0
1431371702.0;13.4;51;1026.2;1001.2;0.0
1431375302.0;12.0;58;1026.5;1001.4;0.0
1431378902.0;10.7;63;1026.4;1001.2;0.0
1431382502.0;10.1;64;1026.7;1001.4;0.0
1431386101.0;9.1;69;1026.8;1001.4;0.0
1431389702.0;8.8;72;1026.1;1000.7;0.0
1431393301.0;7.7;77;1026.2;1000.7;0.0
1431396902.0;7.2;80;1025.7;1000.2;0.0
1431400502.0;6.6;86;1025.6;1000.0;0.0
1431404101.0;6.5;86;1025.5;999.9;0.0
1431407703.0;9.1;77;1025.4;1000.0;0.0
1431411302.0;11.8;68;1025.1;1000.0;0.0
1431414902.0;14.8;59;1024.7;999.9;0.0
1431418501.0;16.8;52;1024.0;999.4;0.0
1431422101.0;19.6;48;1023.4;999.0;0.0
1431425702.0;22.5;40;1022.3;998.2;0.0
1431429302.0;24.6;33;1021.6;997.6;0.0
1431432902.0;25.0;31;1020.7;996.8;0.0
1431436501.0;25.2;30;1020.0;996.1;0.0
1431440102.0;24.9;31;1019.5;995.6;0.0
1431443702.0;24.1;36;1019.0;995.1;0.0
1431447301.0;23.8;37;1018.5;994.6;0.0
1431450901.0;22.8;40;1018.0;994.0;0.0
1431454502.0;21.5;43;1017.6;993.5;0.0
1431458102.0;20.3;46;1017.4;993.2;0.0
1431461702.0;19.1;50;1017.1;992.8;0.0
1431465301.0;17.5;59;1016.9;992.5;0.0
1431468901.0;15.8;68;1016.7;992.2;0.0
1431472502.0;14.8;72;1016.4;991.8;0.0
1431476102.0;14.5;73;1016.1;991.5;0.0
1431479702.0;14.3;75;1015.9;991.3;0.0
1431483301.0;15.1;69;1016.8;992.2;0.0
1431486901.0;14.1;74;1017.3;992.6;0.0
1431490501.0;13.7;78;1018.5;993.7;0.0
1431494101.0;16.8;65;1018.8;994.3;0.0
1431497701.0;16.0;80;1019.0;994.4;0.2
1431501302.0;16.6;81;1019.5;995.0;0.1
1431504901.0;16.8;80;1020.1;995.6;0.0
1431508502.0;17.2;68;1020.0;995.5;0.0
1431512102.0;17.6;66;1019.9;995.4;0.0
1431515702.0;18.8;63;1018.9;994.6;0.0
1431519303.0;20.8;54;1017.6;993.5;0.0
1431522901.0;22.0;52;1016.4;992.4;0.0
1431526503.0;22.3;53;1015.2;991.3;0.0
1431530101.0;23.0;50;1014.2;990.3;0.0
1431533702.0;22.4;52;1013.0;989.1;0.0
1431537302.0;21.9;55;1012.3;988.4;0.0
1431540902.0;20.3;62;1011.7;987.7;0.0
1431544501.0;19.8;65;1011.8;987.7;0.0
1431548101.0;19.3;70;1011.2;987.1;0.0
1431551702.0;17.7;80;1009.9;985.7;0.0
1431555302.0;16.2;86;1009.2;984.9;0.0
1431558902.0;15.6;88;1008.4;984.1;0.0
1431562501.0;15.5;89;1008.3;984.0;0.0
1431566102.0;15.4;86;1009.5;985.1;0.7
1431569702.0;13.8;94;1007.4;982.9;1.6
1431573302.0;13.3;90;1007.3;982.8;0.0
1431576901.0;13.5;82;1006.9;982.4;0.0
1431580502.0;14.4;81;1007.4;983.0;0.0
1431584102.0;15.3;80;1008.4;984.0;0.0
1431587701.0;16.4;71;1009.1;984.8;0.0
1431591302.0;19.0;59;1008.8;984.7;0.0
1431594902.0;20.2;51;1008.6;984.6;0.0
1431598502.0;18.2;67;1009.1;985.0;0.0
1431602102.0;17.8;59;1009.2;985.0;0.0
1431605702.0;17.2;60;1009.3;985.1;0.0
1431609302.0;20.4;47;1009.1;985.1;0.0
1431612903.0;19.9;45;1009.0;985.0;0.0
1431616502.0;19.5;42;1009.2;985.1;0.0
1431620102.0;19.0;42;1009.5;985.4;0.0
1431623702.0;18.4;45;1009.8;985.6;0.0
1431627302.0;16.8;54;1010.1;985.8;0.0
1431630901.0;15.9;52;1011.0;986.6;0.0
1431634501.0;15.7;54;1011.6;987.2;0.0
1431638101.0;15.4;64;1011.6;987.1;0.0
1431641702.0;13.4;71;1011.6;987.0;0.0
1431645302.0;14.2;67;1011.8;987.2;0.0
1431648902.0;13.9;69;1011.9;987.3;0.0
1431652502.0;13.1;70;1011.6;986.9;0.0
1431656102.0;12.9;63;1011.5;986.8;0.0
1431659701.0;12.5;68;1011.6;986.9;0.0
1431663302.0;12.3;71;1011.7;987.0;0.0
1431666901.0;12.5;70;1011.9;987.2;0.0
1431670503.0;13.2;66;1012.4;987.7;0.0
1431674102.0;13.3;66;1012.5;987.8;0.0
1431677701.0;13.1;63;1013.2;988.5;0.0
1431681302.0;13.7;64;1013.8;989.1;0.0
1431684902.0;14.8;58;1013.6;989.0;0.0
1431688501.0;14.9;61;1013.9;989.3;0.0
1431692102.0;15.6;61;1014.0;989.5;0.0
1431695702.0;15.8;62;1014.2;989.7;0.0
1431699302.0;15.7;59;1014.2;989.7;0.0
1431702902.0;15.8;63;1014.6;990.1;0.0
1431706501.0;15.3;63;1014.8;990.3;0.0
1431710101.0;14.8;71;1015.2;990.6;0.0
1431713702.0;14.3;73;1015.6;991.0;0.0
1431717302.0;13.8;76;1016.5;991.8;0.0
1431720902.0;12.9;80;1017.2;992.4;0.0
1431724502.0;11.9;85;1017.8;992.9;0.0
1431728102.0;12.0;85;1018.5;993.6;0.0
1431731701.0;12.5;84;1018.6;993.7;0.0
1431735302.0;12.7;84;1018.7;993.9;0.0
1431738604.0;12.1;87;1018.8;993.9;0.0
1431742501.0;11.1;91;1018.9;993.9;0.0
1431746101.0;10.8;90;1019.3;994.3;0.0
1431749701.0;11.5;88;1019.9;994.9;0.0
1431753302.0;12.0;87;1020.6;995.6;0.0
1431756901.0;13.4;82;1021.0;996.2;0.0
1431760501.0;16.7;66;1021.2;996.6;0.0
1431764101.0;18.4;48;1021.0;996.6;0.0
1431767702.0;19.3;40;1020.9;996.5;0.0
1431771302.0;20.0;43;1020.5;996.2;0.0
1431774902.0;21.1;36;1020.2;996.0;0.0
1431778502.0;22.1;37;1019.7;995.6;0.0
1431782102.0;22.6;34;1019.1;995.0;0.0
1431785701.0;22.8;37;1018.7;994.7;0.0
1431789302.0;22.8;38;1018.6;994.6;0.0
1431792901.0;22.3;36;1018.7;994.6;0.0
1431796502.0;21.3;41;1018.7;994.6;0.0
1431800102.0;19.9;46;1018.9;994.6;0.0
1431803702.0;18.8;50;1019.3;994.9;0.0
1431807302.0;18.3;49;1019.8;995.4;0.0
1431810902.0;17.9;52;1020.1;995.6;0.0
1431814502.0;17.6;52;1020.3;995.8;0.0
1431818102.0;17.7;51;1020.3;995.8;0.0
1431821702.0;17.3;52;1020.3;995.8;0.0
1431825301.0;16.8;55;1020.6;996.0;0.0
1431828902.0;17.0;51;1020.8;996.2;0.0
1431832502.0;16.9;43;1021.4;996.8;0.0
1431836102.0;15.9;50;1022.1;997.4;0.0
1431839702.0;15.5;53;1022.9;998.2;0.0
1431843302.0;15.1;58;1023.6;998.8;0.0
1431846902.0;14.8;62;1023.8;999.0;0.0
1431850502.0;15.4;64;1023.9;999.1;0.0
1431854102.0;16.6;58;1023.4;998.8;0.0
1431857701.0;16.9;59;1023.4;998.8;0.0
1431861302.0;17.1;61;1022.9;998.3;0.0
1431864902.0;16.5;68;1022.7;998.1;0.1
1431868502.0;19.1;58;1022.0;997.6;0.0
1431872101.0;19.6;58;1021.2;996.9;0.0
1431875701.0;19.9;53;1020.5;996.2;0.0
1431879301.0;19.5;52;1020.3;996.0;0.0
1431882901.0;18.1;56;1020.2;995.8;0.0
1431886502.0;16.8;60;1020.4;995.9;0.0
1431890102.0;15.7;64;1020.7;996.1;0.0
1431893701.0;15.4;66;1021.2;996.5;0.0
1431897301.0;15.0;67;1021.3;996.6;0.0
1431900902.0;14.6;70;1021.6;996.8;0.0
1431904501.0;13.1;77;1021.9;997.0;0.0
1431908101.0;10.9;83;1021.9;996.8;0.0
1431911702.0;10.4;70;1021.3;996.2;0.0
1431915302.0;9.4;73;1021.1;995.9;0.0
1431918901.0;8.7;80;1020.9;995.6;0.0
1431922502.0;8.8;78;1020.7;995.4;0.0
1431926102.0;11.2;77;1020.1;995.1;0.0
1431929702.0;12.4;65;1019.7;994.8;0.0
1431933302.0;14.0;57;1019.1;994.3;0.0
1431936902.0;17.2;52;1018.2;993.7;0.0
1431940501.0;17.7;50;1017.2;992.8;0.0
1431944102.0;20.3;45;1015.9;991.7;0.0
1431947701.0;20.9;45;1014.6;990.5;0.0
1431951301.0;22.6;45;1013.1;989.2;0.0
1431954901.0;23.3;42;1011.7;987.9;0.0
1431958502.0;24.4;41;1010.4;986.7;0.0
1431962102.0;24.4;41;1009.6;985.9;0.0
1431965702.0;23.5;43;1008.8;985.1;0.0
1431969301.0;22.4;46;1008.4;984.6;0.0
1431972902.0;21.1;52;1008.2;984.3;0.0
1431976501.0;20.0;55;1008.3;984.3;0.0
1431980102.0;19.3;59;1008.3;984.3;0.0
1431983701.0;18.1;65;1008.1;984.0;0.0
1431987302.0;17.3;68;1008.1;983.9;0.0
1431990902.0;16.7;71;1007.7;983.5;0.0
1431994502.0;14.7;80;1007.7;983.3;0.0
1431998102.0;13.8;84;1007.5;983.0;0.0
1432001702.0;13.5;86;1007.0;982.5;0.0
1432005302.0;12.8;88;1006.7;982.2;0.0
1432008901.0;12.9;90;1006.8;982.3;0.0
1432012502.0;14.7;84;1007.0;982.6;0.0
1432016102.0;16.8;76;1007.2;983.0;0.0
1432019701.0;19.7;66;1007.5;983.5;0.0
1432023301.0;20.9;62;1007.6;983.7;0.0
1432026901.0;21.9;53;1008.1;984.3;0.0
1432030501.0;22.7;47;1008.3;984.5;0.0
1432034101.0;22.5;52;1008.6;984.8;0.0
1432037701.0;20.7;57;1009.3;985.4;0.0
1432041302.0;20.2;57;1009.7;985.7;0.0
1432044902.0;19.5;60;1009.5;985.5;0.0
1432048502.0;19.0;61;1009.5;985.4;0.0
1432052102.0;18.9;58;1008.9;984.8;0.0
1432055701.0;18.8;54;1009.1;985.0;0.0
1432059302.0;17.8;64;1009.1;984.9;0.0
1432062902.0;17.1;69;1009.6;985.4;0.0
1432066502.0;16.7;65;1010.0;985.7;0.0
1432070102.0;15.4;77;1010.0;985.6;0.3
1432073702.0;13.8;89;1010.8;986.3;2.8
1432077302.0;13.7;89;1010.6;986.1;0.3
1432080902.0;13.0;93;1010.4;985.8;0.0
1432084501.0;13.4;92;1010.1;985.5;0.0
1432088101.0;12.5;94;1009.7;985.1;0.0
1432091702.0;12.5;93;1009.6;985.0;0.0
1432095302.0;13.1;90;1009.6;985.0;0.0
1432098901.0;14.4;85;1009.3;984.8;0.0
1432102502.0;15.7;82;1009.1;984.8;0.0
1432106102.0;17.3;72;1008.9;984.7;0.0
1432109702.0;17.6;70;1008.5;984.3;0.0
1432113302.0;18.7;66;1008.5;984.4;0.0
1432116901.0;18.8;67;1008.9;984.8;0.0
1432120501.0;18.3;66;1009.2;985.1;0.0
1432124102.0;15.6;71;1010.4;986.0;0.0
1432127701.0;14.1;76;1010.7;986.2;0.0
1432131302.0;13.0;78;1010.9;986.3;0.0
1432134902.0;12.2;80;1011.7;987.0;0.0
1432138502.0;12.1;83;1013.0;988.2;0.2
1432142102.0;11.4;83;1012.8;988.0;0.2
1432145701.0;11.2;80;1013.9;989.0;0.0
1432149302.0;10.8;86;1015.6;990.7;0.4
1432152901.0;10.4;87;1015.7;990.7;0.4
1432156502.0;10.3;87;1015.8;990.8;0.3
1432160102.0;10.4;84;1016.0;991.0;0.0
1432163702.0;10.2;85;1016.6;991.6;0.0
1432167302.0;9.8;88;1016.9;991.8;0.3
1432170902.0;9.7;88;1017.2;992.1;0.6
1432174502.0;9.6;89;1017.4;992.3;0.1
1432178102.0;9.9;86;1017.2;992.1;0.0
1432181702.0;10.0;86;1017.9;992.8;0.0
1432185302.0;10.4;84;1018.5;993.4;0.0
1432188901.0;10.1;87;1019.0;993.9;0.0
1432192501.0;10.4;88;1019.6;994.5;0.0
1432196101.0;10.7;86;1019.8;994.7;0.0
1432199702.0;11.1;84;1020.1;995.1;0.0
1432203301.0;11.6;81;1020.5;995.5;0.0
1432206902.0;12.1;80;1020.4;995.5;0.0
1432210502.0;12.5;80;1020.3;995.4;0.0
1432214102.0;12.9;78;1020.0;995.1;0.0
1432217702.0;12.6;80;1020.3;995.4;0.0
1432221302.0;13.1;78;1020.4;995.5;0.0
1432224902.0;13.1;76;1020.5;995.6;0.0
1432228502.0;13.0;75;1020.9;996.0;0.0
1432232102.0;13.2;71;1020.9;996.0;0.0
1432235701.0;12.7;75;1021.2;996.3;0.0
1432239301.0;12.9;73;1021.8;996.9;0.0
1432242901.0;12.7;73;1022.2;997.3;0.0
1432246502.0;12.5;72;1022.1;997.1;0.0
1432250102.0;12.5;70;1022.3;997.3;0.0
1432253701.0;12.3;71;1022.6;997.6;0.0
1432257302.0;12.3;71;1022.3;997.3;0.0
1432260902.0;12.5;68;1022.3;997.3;0.0
1432264501.0;12.3;68;1022.3;997.3;0.0
1432268102.0;12.4;68;1022.2;997.2;0.0
1432271701.0;12.5;66;1022.3;997.3;0.0
1432275302.0;12.5;68;1022.6;997.6;0.0
1432278902.0;13.1;66;1022.3;997.4;0.0
1432282502.0;13.7;65;1022.5;997.6;0.0
1432286102.0;14.9;63;1022.0;997.2;0.0
1432289701.0;15.4;59;1021.7;997.0;0.0
1432293301.0;15.1;64;1021.4;996.7;0.0
1432296902.0;14.2;70;1021.3;996.5;0.2
1432300502.0;13.6;77;1020.9;996.1;0.4
1432304102.0;14.0;78;1020.5;995.7;0.2
1432307702.0;14.3;72;1019.9;995.2;0.0
1432311302.0;13.8;72;1019.8;995.0;0.0
1432314902.0;13.8;72;1019.2;994.4;0.0
1432318503.0;13.8;72;1018.9;994.1;0.0
1432322101.0;13.7;72;1018.9;994.1;0.0
1432325702.0;13.0;78;1018.8;994.0;0.0
1432329301.0;12.2;85;1018.5;993.6;0.6
1432332902.0;11.8;87;1018.4;993.5;0.7
1432336502.0;11.8;86;1017.8;992.9;0.1
1432340102.0;12.0;83;1017.2;992.3;0.0
1432343702.0;12.0;83;1016.4;991.5;0.0
1432347301.0;11.7;86;1015.7;990.8;0.0
1432350901.0;11.2;89;1015.3;990.4;1.0
1432354502.0;10.9;91;1015.4;990.5;1.4
1432358101.0;10.9;91;1015.2;990.3;3.0
1432361702.0;10.9;91;1015.2;990.3;0.9
1432365301.0;11.0;90;1015.0;990.1;1.0
1432368902.0;11.2;91;1014.4;989.5;0.6
1432372502.0;11.5;91;1014.4;989.6;0.1
1432376102.0;11.4;93;1015.0;990.1;1.3
1432379702.0;11.7;93;1014.0;989.2;3.0
1432383302.0;11.9;91;1014.0;989.2;1.0
1432386902.0;12.2;93;1013.9;989.1;2.8
1432390501.0;12.3;92;1013.6;988.9;0.7
1432394101.0;12.2;92;1014.2;989.4;0.8
1432397702.0;12.1;93;1014.1;989.3;1.4
1432401302.0;11.9;93;1014.0;989.2;0.2
1432404902.0;11.8;91;1014.2;989.4;0.1
1432408502.0;11.6;93;1014.7;989.9;0.1
1432412101.0;11.3;94;1015.2;990.3;0.1
1432415702.0;11.2;94;1015.3;990.4;0.1
1432419301.0;11.3;94;1015.6;990.7;0.1
1432422902.0;11.2;95;1015.7;990.8;0.1
1432426501.0;11.3;93;1015.6;990.7;0.1
1432430102.0;11.2;93;1015.5;990.6;0.0
1432433702.0;11.0;93;1015.6;990.7;0.0
1432437302.0;10.9;94;1015.6;990.7;0.0
1432440902.0;10.9;94;1016.1;991.2;0.0
1432444501.0;10.9;93;1016.3;991.4;0.0
1432448102.0;11.1;93;1016.6;991.7;0.0
1432451702.0;11.4;92;1017.3;992.4;0.0
1432455302.0;11.5;94;1017.7;992.8;0.0
1432458902.0;11.9;92;1017.9;993.0;0.0
1432462501.0;12.8;87;1018.0;993.2;0.0
1432466101.0;12.6;88;1018.1;993.3;0.0
1432469702.0;13.0;88;1018.1;993.3;0.0
1432473302.0;13.1;88;1017.7;992.9;0.0
1432476902.0;13.4;87;1017.5;992.8;0.0
1432480501.0;14.1;83;1017.1;992.4;0.0
1432484102.0;14.3;80;1016.9;992.2;0.0
1432487701.0;13.7;83;1017.0;992.3;0.0
1432491302.0;13.2;86;1017.0;992.2;0.0
1432494902.0;13.1;84;1017.2;992.4;0.0
1432498501.0;12.6;88;1017.3;992.5;0.0
1432502102.0;12.5;87;1016.6;991.8;0.0
1432505701.0;12.8;86;1016.5;991.7;0.0
1432509303.0;12.2;87;1016.0;991.2;0.0
1432512902.0;12.4;85;1016.0;991.2;0.0
1432516501.0;12.0;86;1015.3;990.5;0.0
1432520102.0;11.8;87;1015.1;990.3;0.0
1432523702.0;11.8;87;1014.9;990.1;0.0
1432527302.0;12.1;84;1014.7;989.9;0.0
1432530901.0;12.5;83;1014.4;989.6;0.0
1432534502.0;13.2;82;1014.4;989.7;0.0
1432538103.0;15.9;70;1013.8;989.3;0.0
1432541702.0;17.2;65;1013.0;988.7;0.0
1432545302.0;17.6;61;1012.6;988.3;0.0
1432548902.0;18.4;56;1011.9;987.7;0.0
1432552501.0;19.6;52;1011.3;987.2;0.0
1432556101.0;19.2;52;1011.1;987.0;0.0
1432559702.0;19.4;54;1010.6;986.5;0.0
1432563301.0;19.4;66;1010.1;986.0;0.0
1432566902.0;18.8;66;1009.7;985.6;0.0
1432570502.0;18.3;69;1009.1;985.0;0.0
1432574102.0;17.7;71;1009.0;984.8;0.0
1432577702.0;17.2;71;1008.9;984.7;0.0
1432581302.0;16.6;75;1009.4;985.1;0.0
1432584902.0;16.1;76;1009.8;985.5;0.0
1432588502.0;15.7;79;1009.6;985.2;0.0
1432592102.0;15.2;82;1009.0;984.6;0.0
1432595702.0;15.2;77;1008.9;984.5;0.0
1432599302.0;15.5;72;1008.4;984.0;0.0
1432602901.0;15.5;70;1008.0;983.7;0.0
1432606502.0;15.4;69;1008.3;983.9;0.0
1432610102.0;15.1;71;1008.7;984.3;0.0
1432613701.0;14.4;77;1009.0;984.5;0.0
1432617302.0;14.1;81;1009.0;984.5;0.1
1432620901.0;14.8;77;1009.1;984.7;0.1
1432624501.0;14.7;77;1009.9;985.4;0.0
1432628101.0;14.1;84;1010.2;985.7;0.0
1432631702.0;14.3;85;1010.6;986.1;0.3
1432635302.0;14.4;88;1010.8;986.3;0.3
1432638902.0;14.3;90;1011.2;986.7;0.8
1432642502.0;14.7;88;1011.4;986.9;0.3
1432646102.0;14.8;90;1011.5;987.0;2.9
1432649702.0;14.9;87;1011.6;987.1;0.1
1432653302.0;14.4;85;1012.3;987.8;0.1
1432656902.0;13.5;82;1012.9;988.3;0.0
1432660502.0;12.7;85;1013.6;988.9;0.5
1432664101.0;12.7;82;1014.0;989.3;0.1
1432667702.0;12.3;85;1015.2;990.4;0.5
1432671302.0;11.9;87;1015.8;991.0;1.3
1432674901.0;11.5;88;1016.1;991.2;0.8
1432678502.0;11.6;82;1016.0;991.1;0.0
1432682102.0;11.6;75;1015.7;990.8;0.0
1432685702.0;11.4;74;1016.2;991.3;0.0
1432689301.0;11.0;73;1016.8;991.8;0.0
1432692902.0;10.4;74;1016.9;991.9;0.0
1432696502.0;9.9;73;1017.2;992.1;0.0
1432700102.0;9.8;71;1017.7;992.6;0.0
1432703701.0;10.2;69;1018.1;993.0;0.0
1432707302.0;11.8;65;1018.2;993.3;0.0
1432710902.0;13.2;62;1018.2;993.4;0.0
1432714501.0;13.3;62;1018.2;993.4;0.0
1432718102.0;14.0;57;1018.4;993.6;0.0
1432721701.0;13.5;62;1018.8;994.0;0.0
1432725301.0;11.4;72;1019.5;994.5;0.1
1432728901.0;13.4;58;1018.9;994.1;0.0
1432732502.0;13.9;56;1018.6;993.8;0.0
1432736102.0;12.8;64;1018.7;993.8;0.0
1432739702.0;14.4;51;1018.3;993.6;0.0
1432743302.0;14.4;55;1018.4;993.7;0.0
1432746901.0;13.6;50;1018.6;993.8;0.0
1432750501.0;12.6;52;1019.2;994.3;0.0
1432754102.0;12.1;55;1019.9;994.9;0.0
1432757702.0;11.9;55;1020.6;995.6;0.0
1432761302.0;11.7;56;1020.6;995.6;0.0
1432764902.0;11.4;59;1020.5;995.5;0.0
1432768502.0;11.4;59;1020.4;995.4;0.0
1432772101.0;11.1;61;1020.3;995.2;0.0
1432775702.0;10.8;63;1020.1;995.0;0.0
1432779302.0;10.6;65;1019.8;994.7;0.0
1432782901.0;10.4;66;1019.8;994.7;0.0
1432786502.0;10.5;67;1019.9;994.8;0.0
1432790102.0;10.8;67;1020.2;995.1;0.0
1432793702.0;11.5;66;1020.4;995.4;0.0
1432797302.0;12.3;65;1020.7;995.7;0.0
1432800902.0;12.5;65;1020.5;995.6;0.0
1432804502.0;13.3;59;1020.0;995.1;0.0
1432808102.0;13.9;52;1019.6;994.8;0.0
1432811701.0;15.2;44;1019.1;994.4;0.0
1432815302.0;15.6;45;1018.3;993.7;0.0
1432818901.0;17.2;46;1017.5;993.0;0.0
1432822501.0;17.9;40;1016.9;992.5;0.0
1432826101.0;17.9;43;1016.2;991.8;0.0
1432829702.0;17.7;47;1015.8;991.4;0.0
1432833302.0;16.1;52;1016.0;991.5;0.0
1432836902.0;15.0;56;1015.9;991.3;0.0
1432840502.0;14.0;58;1016.0;991.3;0.0
1432844101.0;13.0;60;1016.2;991.4;0.0
1432847701.0;11.8;68;1016.2;991.3;0.0
1432851302.0;12.0;67;1016.3;991.4;0.0
1432854901.0;9.8;81;1016.2;991.1;0.0
1432858501.0;9.0;85;1016.1;991.0;0.0
1432862102.0;7.9;89;1016.0;990.8;0.0
1432865703.0;7.3;92;1015.9;990.6;0.0
1432869302.0;7.2;93;1016.1;990.8;0.0
1432872902.0;8.2;90;1016.0;990.8;0.0
1432876501.0;10.3;83;1016.1;991.1;0.0
1432880101.0;12.3;74;1016.2;991.4;0.0
1432883702.0;15.4;68;1015.7;991.2;0.0
1432887302.0;17.2;61;1015.6;991.2;0.0
1432890901.0;19.7;55;1014.9;990.7;0.0
1432894501.0;21.6;52;1014.2;990.2;0.0
1432898101.0;21.7;51;1013.7;989.7;0.0
1432901701.0;22.7;40;1013.0;989.1;0.0
1432905302.0;22.5;44;1012.4;988.5;0.0
1432908902.0;23.8;38;1011.9;988.1;0.0
1432912501.0;23.0;42;1011.6;987.8;0.0
1432916102.0;22.5;44;1011.0;987.1;0.0
1432919702.0;21.6;47;1010.7;986.8;0.0
1432923302.0;21.1;51;1010.5;986.6;0.0
1432926902.0;20.0;55;1010.6;986.6;0.0
1432930502.0;18.8;58;1010.8;986.7;0.0
1432934102.0;17.5;63;1011.1;986.8;0.0
1432937701.0;16.3;68;1011.1;986.7;0.0
1432941302.0;15.6;71;1010.6;986.2;0.0
1432944902.0;13.8;81;1011.2;986.6;0.0
1432948502.0;14.0;82;1011.6;987.0;0.0
1432952101.0;13.6;85;1011.9;987.3;0.0
1432955701.0;14.1;82;1012.5;987.9;0.0
1432959302.0;13.7;85;1012.6;988.0;0.0
1432962902.0;16.7;73;1012.9;988.5;0.0
1432966502.0;17.8;70;1013.1;988.8;0.0
1432970102.0;20.8;54;1013.1;989.1;0.0
1432973702.0;20.5;55;1013.5;989.4;0.0
1432977301.0;20.7;57;1013.7;989.7;0.0
1432980902.0;22.3;50;1013.4;989.5;0.0
1432984502.0;22.1;51;1013.3;989.4;0.0
1432988101.0;22.8;40;1013.0;989.1;0.0
1432991702.0;24.7;38;1012.7;989.0;0.0
1432995301.0;25.2;37;1012.1;988.4;0.0
1432998902.0;23.2;45;1012.7;988.9;0.0
1433002502.0;21.2;52;1013.6;989.6;0.0
1433006101.0;19.7;64;1014.6;990.5;0.0
1433009702.0;17.4;80;1015.5;991.2;0.1
1433013301.0;16.7;88;1016.2;991.8;0.5
1433016902.0;15.9;93;1016.8;992.3;0.3
1433020502.0;15.8;91;1017.2;992.7;0.0
